L3,H3,L3,H2,L1,H2,L3
L3,H4,L3,H4,L1,H4,L3
H4,H4,H3,H4,H1,H4,H3
H4,H2,H3,L2,L1,H1,H3
H1,H1,L1,L2,L1,H2,L3
L1,H1,L1,H3,H1,H2,L3
L1,L2,H4,H1,H1,L2,H2
L2,L2,H1,H1,L2,L2,H2
L2,H3,H1,H3,L2,H2,L3
H1,H3,H3,L2,L3,H2,L3
H1,L2,L2,L2,H3,L2,H4
H1,L2,L2,H4,H3,L2,H4
H2,H3,L1,H4,L3,H4,L1
L1,H2,H3,H1,L3,H4,L1
L1,H4,H3,H4,H3,H3,H1
L3,H4,H1,H4,L1,H4,H2
L3,H4,L1,L1,L1,H4,H3
H1,L2,L1,H2,L1,H3,H3
S,L2,L3,H2,L3,H3,H3
H2,L1,H1,H4,L3,L3,L1
H1,L1,H1,H2,H4,L3,H3
H1,H2,H1,H2,H4,L2,L1
H2,H4,L3,L3,L3,L1,L1
L3,S,L3,L3,L3,L1,L2
L3,H2,H4,H1,H2,L2,L1
L1,H1,H4,H4,H2,L2,L1
L1,H2,L3,H4,L3,H4,H3
H2,H2,L1,H2,L1,H4,H3
H2,L2,L1,H4,L1,H4,H1
H3,L2,H1,H3,L2,L1,H3
H2,H4,H2,S,L2,L2,H3
H3,H4,H2,L3,H1,L2,H4
H3,L2,H4,H3,H1,H1,H3
L3,L2,S,H4,L2,H4,H4
L3,H4,H2,H4,H1,H4,H4
H4,H3,H4,H2,H1,H2,L1
L3,H3,H4,H4,L1,H3,S
L3,L2,L3,H2,L1,H2,H1
L3,L3,L3,H2,L3,H2,H1
L1,L2,L2,H2,H1,H3,L3
L1,L2,H1,H3,L1,H4,L3
L3,H1,H1,H4,L1,H4,H1
L1,H1,H3,H4,H3,L1,H1
L1,H4,H1,L2,H3,H3,H3
H1,L2,H1,L2,H2,S,H2
H1,H4,L1,H4,H3,H4,L1
L3,H4,L1,H4,H3,H2,L1
L3,H2,H4,H2,L2,H3,H2
L2,H4,L1,H2,L1,L2,L1
L2,H4,L1,H1,S,L2,L1
L1,L1,H4,L1,H3,L2,H3
L1,L2,H3,L1,L1,L3,H3
H2,L2,H3,L2,H1,L3,H1
H2,H2,H4,H4,H1,L1,H4
L3,H2,H1,H4,H1,L1,H1
L3,H2,H3,H3,L2,L2,L1
H4,H1,H3,L2,L2,L2,L1
H4,H4,H2,L2,H4,H2,H2
H2,H1,H3,H2,H4,H2,H2
H1,H4,H4,L2,H1,L2,H3
H1,H4,H4,L2,H2,L2,L2
H2,H3,L3,H4,H2,H4,L2
L1,L2,L3,H1,H4,H4,H4
L1,H3,L1,H1,H2,L2,H4
H2,H3,H1,H4,L1,H2,L3
H3,H1,H1,L3,L1,H3,L3
H3,L2,L1,L3,H3,H1,H3
H4,L2,L1,L2,H1,H1,H3
H3,H2,H2,H2,H1,H4,L1
H3,H2,H2,H2,L2,L1,L1
H4,L2,L2,L2,L2,H4,H3
H1,H3,L2,L2,L3,H4,H3
H1,H2,H3,H3,L3,H1,L1
L2,H2,L1,H1,H3,H4,L1
L1,H3,L1,H4,H3,H4,L3
H1,L1,L1,H4,H2,H3,L1
H1,L1,H4,H1,L2,H2,L1
L1,H4,L3,H2,L2,H2,L1
L1,L2,L1,H4,H2,H3,L2
H4,H1,L1,H4,L1,H2,L3
H3,H1,H3,L2,L1,H2,L3
L1,H2,H3,L2,L3,L2,H4
L1,L2,L1,H2,L3,L2,H4
H2,H4,L1,H2,L3,H2,L3
H2,H4,H3,H4,H4,L2,L3
L2,H1,H2,H3,L3,L2,H1
L2,H3,H1,H3,L3,H3,L1
L3,H4,H1,H4,H4,H3,L1
H3,H4,H2,L3,H4,H4,L3
H3,H2,L1,L3,L3,H2,H1
L3,H2,H1,L1,L3,H3,H1
L3,L2,H1,H4,H3,L2,H3
H3,L2,L1,H4,H3,L2,L2
H2,H4,L3,H4,L1,H4,L2
H1,L1,L3,L2,L2,H2,H3
H1,L1,L1,L1,H3,H2,L1
H2,H4,H3,L1,H3,L3,L1
L1,L2,H3,L2,H1,L3,H4
L1,L2,L3,L2,H3,L1,H3
L3,L2,H3,H2,H3,L1,H3
H4,H2,H3,H2,H4,H4,H4
S,S,S,S,S,S,S
L3,H1,L1,L2,H3,H4,H3
L3,H4,L1,H2,L1,H4,H2
H3,H4,H3,H2,L1,H4,H1
H3,L2,H2,L2,H4,H1,H2
L3,L2,H2,L2,L1,L2,H1
L3,L3,H3,H4,H4,L2,L1
H3,L2,L3,L2,H4,L3,L1
H3,L2,L3,L2,H1,L2,L3
L2,H2,L1,L2,L2,L2,H1
L2,H2,H4,H4,L2,L3,H1
H3,L2,H4,L2,H1,H2,L3
H4,L2,L1,H4,H1,H2,H1
L3,H4,H2,H4,L3,H3,H4
L3,H4,H4,H1,L3,H2,H4
H3,H3,H1,H4,H1,H4,H2
H3,H4,H1,H4,H1,H4,L3
H3,H3,L1,L2,H3,L2,H2
L2,H3,L1,L2,L1,H1,H2
H3,L1,L3,H2,L1,H1,L3
L2,H2,L1,H2,H3,H4,L3
L2,L1,L1,H4,L1,L2,L1
H1,H4,L3,L3,H3,L2,L1
L2,H4,H3,L3,H3,H3,H4
H1,L2,H3,H4,L3,H3,L3
H3,L2,H4,H4,L3,L2,L3
H3,H2,H2,H2,L2,L2,L3
L3,H2,H3,H1,L1,L1,H3
L3,H3,H4,H1,L1,H2,H1
L1,L3,H4,L2,H2,H2,L3
L3,L1,L3,L2,H4,H2,H3
L3,L1,L3,H3,H2,H4,H3
H1,H1,L1,L2,H2,H2,H2
H1,L1,H1,L2,H3,H4,H3
H2,H4,H1,H2,H1,H4,L1
H1,H4,L1,H2,L2,L3,L1
H1,H4,H3,H1,H3,L3,H1
H2,L3,L2,H2,H3,H1,H1
H3,L2,L2,H1,L2,H2,L1
H4,H4,H4,H2,L2,H2,L1
H4,H4,H3,H3,H3,L1,L3
L3,L2,H3,H3,H4,H4,L2
L3,L2,H4,L3,H1,H2,L2
H4,H3,H3,L1,H1,H2,L3
H2,H2,H3,L1,H4,H4,H3
H2,H2,H1,L3,L3,H2,H3
H3,H3,H2,H2,L3,L1,L3
H2,H2,H2,H2,L1,L1,H4
L3,L3,H1,H4,L1,H3,H3
L3,L3,H3,H2,L3,L1,H3
L3,L1,L1,H4,L3,H3,H4
L2,H1,L1,H4,L1,H3,L1
L1,H1,L3,L1,L3,L2,H3
L1,H4,L1,L2,L3,L2,H3
H2,L1,L1,L2,L3,H4,L2
L1,H4,L3,L1,L1,H4,L1
H3,H4,L1,H2,H4,L2,L1
H3,H2,L1,H2,L3,H2,L1
L3,L1,H3,H2,L3,H2,H4
L3,H2,H3,L3,H3,L2,L1
H1,H2,H3,L2,H3,H4,H4
L3,H3,L3,L2,L2,H4,H4
H1,H4,H4,H3,H3,H2,H3
H1,H4,H4,L2,L2,H4,H1
H1,H3,L3,H4,L2,H4,H3
L1,H4,L3,H4,L3,H3,H1
L2,H4,H4,H2,H1,H3,H1
L2,L2,H3,H4,H1,H4,H4
H3,H3,H3,L2,L2,H3,L3
L2,H3,L2,L2,L3,L2,L1
L3,L2,H2,L3,L3,L3,L1
L3,L2,H3,H2,L2,L3,H2
H2,L1,L3,H2,L1,L2,L3
H2,L1,L1,L2,L1,L1,H2
H4,L2,L1,L3,H4,L2,H2
H2,H2,L3,H3,L1,L2,L3
H4,H2,L1,L2,L1,L2,L3
H1,L2,L3,H3,H4,H4,H4
H1,L2,L3,H3,L3,L2,L3
H1,L3,L2,L2,L1,H1,L3
H4,H4,H1,H3,L1,L2,L2
H1,H4,H1,L3,H1,H2,L2
H4,L3,L2,L3,L2,H2,H3
L2,L1,H1,L2,L3,H4,H3
H3,H4,H1,L1,L3,H2,H3
H3,H4,L3,H1,L2,H2,L2
L2,H1,L3,H1,H3,H4,L3
H3,H4,L1,L2,H3,L2,L3
H2,H4,L3,L2,H3,L2,H3
L2,L2,L3,L1,L1,H4,H4
H1,H2,L1,L2,H3,H4,H3
H1,H2,H3,L2,H2,L2,H3
L1,L2,H3,H2,L1,L2,H4
