0,6472610713,10
1,689474686,920
2,6754464626,40
3,19140285548,0
4,19140285548,0
5,19140285548,0
6,19140285548,0
7,19140285548,0
8,6472610713,10
9,6472610713,10
10,19140285548,0
11,949267773,1160
12,3447939090,20
13,6472610713,10
14,318939514,300
15,19140285548,0
16,19140285548,0
17,6754464626,40
18,19140285548,0
19,7026913,30
20,3447939090,20
21,3447939090,20
22,6472610713,10
23,143734434,200
24,31482692021,60
25,8484794,80
26,97218336,100
27,6472610713,10
28,19140285548,0
29,19140285548,0
30,19140285548,0
31,130524355,280
32,19140285548,0
33,19140285548,0
34,6754464626,40
35,6472610713,10
36,3447939090,20
37,6472610713,10
38,2729831,10
39,19140285548,0
40,19140285548,0
41,3447939090,20
42,6472610713,10
43,6472610713,10
44,16929055239,30
45,19140285548,0
46,6472610713,10
47,3447939090,20
48,31482692021,60
49,19140285548,0
50,6472610713,10
51,19140285548,0
52,19140285548,0
53,100137568834,1890
54,6754464626,40
55,6754464626,40
56,3447939090,20
57,8484794,80
58,3447939090,20
59,19140285548,0
60,19140285548,0
61,6472610713,10
62,3447939090,20
63,8484794,80
64,101336251,240
65,19140285548,0
66,3447939090,20
67,19140285548,0
68,6472610713,10
69,19140285548,0
70,8206187,40
71,8484794,80
72,3447939090,20
73,1357390550,960
74,4454892698,2560
75,66135986402,2480
76,6472610713,10
77,3447939090,20
78,76706247,140
79,3328415,20
80,8484794,80
81,19140285548,0
82,6754464626,40
83,3447939090,20
84,6754464626,40
85,19140285548,0
86,6472610713,10
87,33791934,160
88,8484794,80
89,31482692021,60
90,8484794,80
91,31482692021,60
92,6472610713,10
93,19140285548,0
94,42654765,120
95,19140285548,0
96,6472610713,10
97,6754464626,40
98,3447939090,20
99,958496232,1100
100,19140285548,0
101,283175671,480
102,19140285548,0
103,19140285548,0
104,3447939090,20
105,31482692021,60
106,1445575860,11760
107,19140285548,0
108,19140285548,0
109,31482692021,60
110,6754464626,40
111,19140285548,0
112,19140285548,0
113,19140285548,0
114,6472610713,10
115,3447939090,20
116,31482692021,60
117,19140285548,0
118,6472610713,10
119,85844134515,2620
120,6472610713,10
121,19140285548,0
122,19140285548,0
123,19140285548,0
124,1102845373,93510
125,260092452,11730
126,19140285548,0
127,6472610713,10
128,19140285548,0
129,6754464626,40
130,31482692021,60
131,16929055239,30
132,19140285548,0
133,101336251,240
134,6472610713,10
135,19140285548,0
136,3447939090,20
137,19140285548,0
138,3447939090,20
139,19140285548,0
140,72811835,140
141,19140285548,0
142,6472610713,10
143,3447939090,20
144,33791934,160
145,19140285548,0
146,19140285548,0
147,6754464626,40
148,19140285548,0
149,19140285548,0
150,6472610713,10
151,6754464626,40
152,19140285548,0
153,6754464626,40
154,7026913,30
155,2729831,10
156,8484794,80
157,19140285548,0
158,19140285548,0
159,6754464626,40
160,97218336,100
161,6754464626,40
162,19140285548,0
163,8484794,80
164,19140285548,0
165,3447939090,20
166,19140285548,0
167,6472610713,10
168,3447939090,20
169,6754464626,40
170,6754464626,40
171,19140285548,0
172,2729831,10
173,8484794,80
174,3447939090,20
175,14715379,60
176,19140285548,0
177,8484794,80
178,6472610713,10
179,6472610713,10
180,19140285548,0
181,3447939090,20
182,19140285548,0
183,3447939090,20
184,3447939090,20
185,19140285548,0
186,247505738,600
187,6472610713,10
188,6754464626,40
189,42467660,59220
190,269787516,210
191,19140285548,0
192,5592956635,740
193,3447939090,20
194,31482692021,60
195,143734434,200
196,19140285548,0
197,19140285548,0
198,6472610713,10
199,31482692021,60
200,22539574,80
201,6472610713,10
202,19140285548,0
203,676977220,161280
204,3447939090,20
205,6754464626,40
206,6472610713,10
207,16929055239,30
208,19140285548,0
209,3447939090,20
210,19140285548,0
211,3447939090,20
212,8206187,40
213,33791934,160
214,101336251,240
215,3447939090,20
216,31482692021,60
217,19140285548,0
218,6472610713,10
219,6472610713,10
220,19140285548,0
221,42654765,120
222,2793682933,1920
223,19140285548,0
224,101336251,240
225,6754464626,40
226,31482692021,60
227,31482692021,60
228,31482692021,60
229,33791934,160
230,19140285548,0
231,68530344,306930
232,19140285548,0
233,101336251,240
234,3447939090,20
235,6754464626,40
236,8484794,80
237,19140285548,0
238,6472610713,10
239,19140285548,0
240,6754464626,40
241,6754464626,40
242,6472610713,10
243,3447939090,20
244,19140285548,0
245,6754464626,40
246,31482692021,60
247,6754464626,40
248,6472610713,10
249,19140285548,0
250,6472610713,10
251,19140285548,0
252,19140285548,0
253,3447939090,20
254,19140285548,0
255,33791934,160
256,19140285548,0
257,19140285548,0
258,6754464626,40
259,19140285548,0
260,6472610713,10
261,6472610713,10
262,19140285548,0
263,6472610713,10
264,42654765,120
265,19140285548,0
266,16929055239,30
267,3447939090,20
268,8206187,40
269,6472610713,10
270,101336251,240
271,19140285548,0
272,19140285548,0
273,6472610713,10
274,6754464626,40
275,19140285548,0
276,16929055239,30
277,16020450,50
278,19140285548,0
279,3447939090,20
280,22539574,80
281,19140285548,0
282,3447939090,20
283,42654765,120
284,6472610713,10
285,19140285548,0
286,6472610713,10
287,31482692021,60
288,19140285548,0
289,7048593,10
290,19140285548,0
291,19140285548,0
292,6472610713,10
293,19140285548,0
294,19140285548,0
295,19140285548,0
296,3447939090,20
297,3447939090,20
298,31482692021,60
299,3447939090,20
300,7048593,10
301,97218336,100
302,97218336,100
303,3447939090,20
304,6472610713,10
305,8227196155,760
306,19140285548,0
307,19140285548,0
308,19140285548,0
309,19140285548,0
310,19140285548,0
311,16929055239,30
312,19140285548,0
313,19140285548,0
314,3328415,20
315,6472610713,10
316,347286064,1200
317,19140285548,0
318,3447939090,20
319,16929055239,30
320,19140285548,0
321,31482692021,60
322,6472610713,10
323,3447939090,20
324,19140285548,0
325,101336251,240
326,33791934,160
327,16929055239,30
328,37694015,70
329,19140285548,0
330,143734434,200
331,6754464626,40
332,3447939090,20
333,19140285548,0
334,156540961,260
335,19140285548,0
336,6472610713,10
337,3447939090,20
338,19140285548,0
339,19140285548,0
340,12054550,30
341,8484794,80
342,6754464626,40
343,19140285548,0
344,19140285548,0
345,33791934,160
346,6472610713,10
347,19140285548,0
348,19140285548,0
349,19140285548,0
350,834417105,520
351,3447939090,20
352,19140285548,0
353,3447939090,20
354,19140285548,0
355,8484794,80
356,16929055239,30
357,19140285548,0
358,6472610713,10
359,19140285548,0
360,3328415,20
361,19140285548,0
362,3447939090,20
363,31482692021,60
364,19140285548,0
365,19140285548,0
366,3447939090,20
367,8484794,80
368,2729831,10
369,19140285548,0
370,208369180,310
371,19140285548,0
372,2729831,10
373,6754464626,40
374,33791934,160
375,42654765,120
376,19140285548,0
377,19140285548,0
378,6472610713,10
379,6472610713,10
380,19140285548,0
381,6472610713,10
382,105614762,320
383,6754464626,40
384,16929055239,30
385,19140285548,0
386,3447939090,20
387,19140285548,0
388,101336251,240
389,31482692021,60
390,6472610713,10
391,6472610713,10
392,6472610713,10
393,31482692021,60
394,3447939090,20
395,19140285548,0
396,6472610713,10
397,3447939090,20
398,3447939090,20
399,19140285548,0
400,19140285548,0
401,19140285548,0
402,19140285548,0
403,97218336,100
404,19140285548,0
405,42654765,120
406,42654765,120
407,3447939090,20
408,3447939090,20
409,19140285548,0
410,6472610713,10
411,6472610713,10
412,6754464626,40
413,19140285548,0
414,31482692021,60
415,6754464626,40
416,120720937,130
417,19140285548,0
418,6754464626,40
419,19140285548,0
420,6472610713,10
421,8484794,80
422,856173312,1240
423,7435934,20
424,19140285548,0
425,6472610713,10
426,3447939090,20
427,6472610713,10
428,6754464626,40
429,42654765,120
430,31482692021,60
431,143734434,200
432,19140285548,0
433,3447939090,20
434,31482692021,60
435,19140285548,0
436,3328415,20
437,6472610713,10
438,19140285548,0
439,1112677297,440
440,3447939090,20
441,19140285548,0
442,3447939090,20
443,3447939090,20
444,3447939090,20
445,19140285548,0
446,19140285548,0
447,318939514,300
448,6472610713,10
449,19140285548,0
450,19140285548,0
451,6472610713,10
452,33791934,160
453,82520988,240
454,3447939090,20
455,19140285548,0
456,6472610713,10
457,19140285548,0
458,19140285548,0
459,19140285548,0
460,31482692021,60
461,19140285548,0
462,3447939090,20
463,19140285548,0
464,19140285548,0
465,31482692021,60
466,2729831,10
467,42654765,120
468,31482692021,60
469,19140285548,0
470,3447939090,20
471,6754464626,40
472,2729831,10
473,19140285548,0
474,19140285548,0
475,19140285548,0
476,6754464626,40
477,19140285548,0
478,2729831,10
479,3447939090,20
480,97218336,100
481,19140285548,0
482,19140285548,0
483,16020450,50
484,42654765,120
485,9532841,50
486,19140285548,0
487,3447939090,20
488,19140285548,0
489,19140285548,0
490,19140285548,0
491,97218336,100
492,143734434,200
493,33791934,160
494,19140285548,0
495,97218336,100
496,6472610713,10
497,19140285548,0
498,14715379,60
499,3447939090,20
500,97218336,100
501,6754464626,40
502,19140285548,0
503,3447939090,20
504,6472610713,10
505,7026913,30
506,6472610713,10
507,3447939090,20
508,3328415,20
509,3447939090,20
510,6472610713,10
511,19140285548,0
512,19140285548,0
513,101336251,240
514,19140285548,0
515,31482692021,60
516,448755303,1040
517,19140285548,0
518,19140285548,0
519,19140285548,0
520,8484794,80
521,19140285548,0
522,3447939090,20
523,118551373,180
524,6472610713,10
525,6754464626,40
526,6472610713,10
527,6754464626,40
528,42654765,120
529,3447939090,20
530,19140285548,0
531,33791934,160
532,19140285548,0
533,111604120,1360
534,7048593,10
535,3328415,20
536,3447939090,20
537,3447939090,20
538,6754464626,40
539,118551373,180
540,19140285548,0
541,19140285548,0
542,6472610713,10
543,3447939090,20
544,143734434,200
545,3447939090,20
546,3447939090,20
547,8484794,80
548,6754464626,40
549,6472610713,10
550,8484794,80
551,19140285548,0
552,19140285548,0
553,3328415,20
554,6754464626,40
555,19140285548,0
556,19140285548,0
557,3447939090,20
558,19140285548,0
559,6754464626,40
560,19140285548,0
561,19140285548,0
562,130524355,280
563,72811835,140
564,19140285548,0
565,6754464626,40
566,16929055239,30
567,19140285548,0
568,6472610713,10
569,6472610713,10
570,6472610713,10
571,225092032,17520
572,19140285548,0
573,3447939090,20
574,3447939090,20
575,8206187,40
576,6754464626,40
577,155029301,360
578,19140285548,0
579,42654765,120
580,3447939090,20
581,6472610713,10
582,3447939090,20
583,6472610713,10
584,19140285548,0
585,3447939090,20
586,8484794,80
587,6472610713,10
588,19140285548,0
589,101336251,240
590,3447939090,20
591,6754464626,40
592,3447939090,20
593,6472610713,10
594,6754464626,40
595,16929055239,30
596,3447939090,20
597,52843563,400
598,19140285548,0
599,9643475155,580
600,80832105,180
601,19140285548,0
602,788302871,640
603,3447939090,20
604,318939514,300
605,6472610713,10
606,580438565,220
607,6754464626,40
608,6754464626,40
609,19140285548,0
610,3447939090,20
611,19140285548,0
612,7026913,30
613,3447939090,20
614,4103342961,1040
615,19140285548,0
616,19140285548,0
617,3447939090,20
618,19140285548,0
619,19140285548,0
620,6472610713,10
621,6472610713,10
622,19140285548,0
623,6754464626,40
624,231721358,14250
625,2729831,10
626,22539574,80
627,19140285548,0
628,3447939090,20
629,6472610713,10
630,143734434,200
631,42654765,120
632,6754464626,40
633,3447939090,20
634,3328415,20
635,3447939090,20
636,3447939090,20
637,3447939090,20
638,19140285548,0
639,19140285548,0
640,8484794,80
641,1051395709,840
642,19140285548,0
643,19140285548,0
644,19140285548,0
645,42654765,120
646,19140285548,0
647,19140285548,0
648,101336251,240
649,19140285548,0
650,19140285548,0
651,8484794,80
652,3447939090,20
653,2729831,10
654,19140285548,0
